PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamSize,FamType,TicketGroupSize,FareBinned,Deck
837,0,3,male,21.0,0,0,315097,8.6625,S,Mr,1,Solo,OTHER,Very Low,Unknown
838,0,3,male,,0,0,392092,8.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
839,1,3,male,32.0,0,0,1601,56.4958,S,Mr,1,Solo,1601,Low,Unknown
840,1,1,male,,0,0,11774,29.7,C,Mr,1,Solo,OTHER,Very Low,C
841,0,3,male,20.0,0,0,SOTON/O2 3101287,7.925,S,Mr,1,Solo,OTHER,Very Low,Unknown
842,0,2,male,16.0,0,0,S.O./P.P. 3,10.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
843,1,1,female,30.0,0,0,113798,31.0,C,Miss,1,Solo,OTHER,Very Low,Unknown
844,0,3,male,34.5,0,0,2683,6.4375,C,Mr,1,Solo,OTHER,Very Low,Unknown
845,0,3,male,17.0,0,0,315090,8.6625,S,Mr,1,Solo,OTHER,Very Low,Unknown
846,0,3,male,42.0,0,0,C.A. 5547,7.55,S,Mr,1,Solo,OTHER,Very Low,Unknown
847,0,3,male,,8,2,CA. 2343,69.55,S,Mr,11,Large,CA. 2343,Low,Unknown
848,0,3,male,35.0,0,0,349213,7.8958,C,Mr,1,Solo,OTHER,Very Low,Unknown
849,0,2,male,28.0,0,1,248727,33.0,S,Officer,2,Small,OTHER,Very Low,Unknown
850,1,1,female,,1,0,17453,89.1042,C,Mrs,2,Small,OTHER,Low,C
851,0,3,male,4.0,4,2,347082,31.275,S,Master,7,Large,347082,Very Low,Unknown
852,0,3,male,74.0,0,0,347060,7.775,S,Mr,1,Solo,OTHER,Very Low,Unknown
853,0,3,female,9.0,1,1,2678,15.2458,C,Miss,3,Small,OTHER,Very Low,Unknown
854,1,1,female,16.0,0,1,PC 17592,39.4,S,Miss,2,Small,OTHER,Very Low,D
855,0,2,female,44.0,1,0,244252,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
856,1,3,female,18.0,0,1,392091,9.35,S,Mrs,2,Small,OTHER,Very Low,Unknown
857,1,1,female,45.0,1,1,36928,164.8667,S,Mrs,3,Small,OTHER,Medium,Unknown
858,1,1,male,51.0,0,0,113055,26.55,S,Mr,1,Solo,OTHER,Very Low,E
859,1,3,female,24.0,0,3,2666,19.2583,C,Mrs,4,Small,2666,Very Low,Unknown
860,0,3,male,,0,0,2629,7.2292,C,Mr,1,Solo,OTHER,Very Low,Unknown
861,0,3,male,41.0,2,0,350026,14.1083,S,Mr,3,Small,OTHER,Very Low,Unknown
862,0,2,male,21.0,1,0,28134,11.5,S,Mr,2,Small,OTHER,Very Low,Unknown
863,1,1,female,48.0,0,0,17466,25.9292,S,Mrs,1,Solo,OTHER,Very Low,D
864,0,3,female,,8,2,CA. 2343,69.55,S,Miss,11,Large,CA. 2343,Low,Unknown
865,0,2,male,24.0,0,0,233866,13.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
866,1,2,female,42.0,0,0,236852,13.0,S,Mrs,1,Solo,OTHER,Very Low,Unknown
867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,C,Miss,2,Small,OTHER,Very Low,Unknown
868,0,1,male,31.0,0,0,PC 17590,50.4958,S,Mr,1,Solo,OTHER,Low,A
869,0,3,male,,0,0,345777,9.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
870,1,3,male,4.0,1,1,347742,11.1333,S,Master,3,Small,OTHER,Very Low,Unknown
871,0,3,male,26.0,0,0,349248,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
872,1,1,female,47.0,1,1,11751,52.5542,S,Mrs,3,Small,OTHER,Low,D
873,0,1,male,33.0,0,0,695,5.0,S,Mr,1,Solo,OTHER,Very Low,B
874,0,3,male,47.0,0,0,345765,9.0,S,Mr,1,Solo,OTHER,Very Low,Unknown
875,1,2,female,28.0,1,0,P/PP 3381,24.0,C,Mrs,2,Small,OTHER,Very Low,Unknown
876,1,3,female,15.0,0,0,2667,7.225,C,Miss,1,Solo,OTHER,Very Low,Unknown
877,0,3,male,20.0,0,0,7534,9.8458,S,Mr,1,Solo,OTHER,Very Low,Unknown
878,0,3,male,19.0,0,0,349212,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
879,0,3,male,,0,0,349217,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
880,1,1,female,56.0,0,1,11767,83.1583,C,Mrs,2,Small,OTHER,Low,C
881,1,2,female,25.0,0,1,230433,26.0,S,Mrs,2,Small,OTHER,Very Low,Unknown
882,0,3,male,33.0,0,0,349257,7.8958,S,Mr,1,Solo,OTHER,Very Low,Unknown
883,0,3,female,22.0,0,0,7552,10.5167,S,Miss,1,Solo,OTHER,Very Low,Unknown
884,0,2,male,28.0,0,0,C.A./SOTON 34068,10.5,S,Mr,1,Solo,OTHER,Very Low,Unknown
885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,S,Mr,1,Solo,OTHER,Very Low,Unknown
886,0,3,female,39.0,0,5,382652,29.125,Q,Mrs,6,Large,382652,Very Low,Unknown
887,0,2,male,27.0,0,0,211536,13.0,S,Officer,1,Solo,OTHER,Very Low,Unknown
888,1,1,female,19.0,0,0,112053,30.0,S,Miss,1,Solo,OTHER,Very Low,B
889,0,3,female,,1,2,W./C. 6607,23.45,S,Miss,4,Small,OTHER,Very Low,Unknown
890,1,1,male,26.0,0,0,111369,30.0,C,Mr,1,Solo,OTHER,Very Low,C
891,0,3,male,32.0,0,0,370376,7.75,Q,Mr,1,Solo,OTHER,Very Low,Unknown
